区站号,纬度,经度,累年年平均本站气压,累年年本站气压平均差,累年年本站气压标准差,累年年本站气压最大正距平,累年年本站气压最大负距平,累年年平均气温,累年气温年较差,累年年平均最高气温,累年年平均最低气温,累年年极端最高气温,累年年极端最高气温出现年份,累年年极端最高气温出现月份,累年年极端最高气温出现日期,累年年极端最低气温,累年年极端最低气温出现年份,累年年极端最低气温出现月份,累年年极端最低气温出现日期,累年年降温度日数（≥26.0℃）,累年年采暖度日数（≤18.0℃）,累年年平均气温平均差,累年年平均气温标准差,累年年平均气温最大正距平,累年年平均气温最大负距平,累年年平均水汽压,累年年水汽压平均差,累年年水汽压标准差,累年年水汽压最大正距平,累年年水汽压最大负距平,累年年平均相对湿度,累年年相对湿度平均差,累年年相对湿度标准差,累年年平均总云量,累年年平均低云量,累年年日平均总云量<2成（晴天）日数,累年年日平均总云量>8成（阴天）日数,累年年降水量,累年年最大日降水量,累年年最大日降水量出现年份,累年年最大日降水量出现月份,累年年最大日降水量出现日期,累年年日降水量≥0.1mm日数,累年年日降水量≥10.0mm日数,累年年日降水量≥25.0mm日数,累年年日降水量≥50.0mm日数,累年年降水量相对平均差,累年年降水量平均差,累年年降水量相对标准差,累年年降水量标准差,累年年降水量最大正距平百分率,累年年降水量最大负距平百分率,累年年冰雹日数,累年年大风日数,累年年沙尘暴日数,累年年雾日数,累年年雷暴日数,累年年霜日数,累年年降雪日数,累年年积雪日数,累年年能见度<1km出现频率,累年年能见度<10km出现频率,累年年蒸发量（小型蒸发）,累年年蒸发量（大型蒸发）,累年年最大积雪深度,累年年最大积雪深度出现年份,累年年最大积雪深度出现月份,累年年最大积雪深度出现日期,累年年平均风速,累年年最多风向（含静风）,累年年最多风向频率（含静风）,累年年最多风向（不含静风）,累年年最多风向频率（不含静风）,累年年平均地面温度,累年年极端最高地面温度,累年年极端最高地面温度出现年份,累年年极端最高地面温度出现月份,累年年极端最高地面温度出现日期,累年年极端最低地面温度,累年年极端最低地面温度出现年份,累年年极端最低地面温度出现月份,累年年极端最低地面温度出现日期,累年年平均5cm地温,累年年平均10cm地温,累年年平均15cm地温,累年年平均20cm地温,累年年平均40cm地温,累年年最大冻土深度,累年年最大冻土深度出现年份,累年年最大冻土深度出现月份,累年年最大冻土深度出现日期,累年年日照时数,累年年日照百分率
58118,3317,11633,10137,4,4,9,-8,154,262,205,112,408,1988,7,19,-159,1991,12,28,1483,20316,5,6,10,-11,148,4,5,12,-10,72,2,3,999999,999999,999999,999999,9064,2593,2005,7,8,955,674,94,35,23,2047,28,2504,75,-38,0,22,0,187,223,632,111,95,1,13,14711,999999,35,1989,2,23,25,5,12,5,12,173,709,1994,7,10,-240,1991,12,30,166,165,169,168,165,12,2011,1,999003,20352,46
58122,3338,11659,10138,4,5,8,-10,152,264,204,110,409,1994,7,10,-187,1991,12,28,1418,20821,6,7,11,-11,142,5,6,12,-10,70,2,3,57,19,748,1127,8550,2216,2005,7,8,916,637,94,32,19,1638,26,2242,71,-33,1,10,0,210,260,787,118,89,1,7,14940,9951,28,1989,2,999002,21,3,13,3,13,176,730,1994,7,10,-252,1991,12,28,169,169,169,169,166,13,999002,999002,999002,22069,50
58130,3356,11757,10144,4,4,6,-7,146,263,197,105,391,1988,7,9,-167,1990,2,1,987,21811,6,7,12,-12,144,4,5,12,-9,73,3,3,60,18,665,1282,8985,2089,1998,8,14,904,651,101,35,20,1804,27,2401,70,-33,2,11,0,234,239,846,108,90,1,22,13618,999999,23,1991,12,999002,18,17,23,999004,10,161,651,999002,7,999002,-271,1991,12,29,155,156,158,159,999999,999999,999999,999999,999999,21034,48
58135,3329,11813,10147,4,5,9,-8,148,265,198,107,413,2002,7,15,-207,1993,1,17,1213,21418,5,6,13,-8,148,4,5,12,-9,74,2,3,999999,999999,999999,999999,8983,1981,1997,7,18,1011,703,99,28,20,1759,25,2247,70,-42,2,23,0,268,268,827,112,92,2,26,15653,999999,34,1989,2,23,22,17,12,999004,10,174,685,1988,7,9,-264,1993,1,17,165,165,168,167,999999,999999,999999,999999,999999,22129,50
58138,3259,11831,10118,4,5,8,-7,151,257,197,113,393,1988,7,19,-135,1991,12,30,1123,20621,5,6,11,-10,151,4,5,10,-9,75,2,3,60,18,664,1324,10368,2245,1981,6,26,1052,768,111,33,21,2175,26,2713,69,-42,3,32,0,299,304,617,115,87,2,28,15190,8921,16,1989,2,25,26,17,13,999005,11,176,672,2004,7,24,-204,1993,1,17,168,167,167,167,999999,14,1982,1,19,19432,44
58143,3348,11951,10166,3,4,7,-6,144,257,194,105,377,1994,7,5,-127,1990,2,1,874,21879,4,5,11,-9,148,4,5,14,-7,76,2,3,57,21,748,1129,9628,2094,2001,8,1,971,706,108,36,20,1923,24,2300,46,-49,1,51,0,363,244,783,86,48,2,16,14195,999999,27,1989,2,23,27,6,10,6,10,167,690,1994,7,6,-189,1990,2,1,160,160,162,161,999999,999999,999999,999999,999999,21698,49
58150,3346,12015,10169,3,3,6,-6,144,253,191,107,383,2002,7,15,-123,1990,2,1,850,21895,6,6,11,-10,149,4,5,9,-9,77,2,2,59,25,684,1235,9926,2199,1993,8,5,1002,712,110,34,21,2063,25,2474,51,-42,2,132,0,479,269,850,102,48,3,52,13359,7917,14,1989,2,23,32,7,12,7,12,159,693,1994,7,5,-164,1984,1,23,154,155,155,156,999999,14,1999,12,23,21805,49
58158,3312,12029,10163,4,5,6,-9,144,251,193,105,384,2003,8,2,-117,1984,1,23,837,21715,5,6,12,-10,152,4,5,14,-8,79,2,3,61,28,643,1305,10669,2017,2006,7,1,1062,778,111,38,20,2160,24,2581,61,-41,2,97,0,521,299,815,88,40,2,35,12927,999999,17,1984,1,19,31,5,9,5,9,161,610,1995,8,5,-173,1984,1,23,157,156,158,158,999999,999999,999999,999999,999999,22144,50
58203,3252,11544,10129,4,4,9,-7,155,259,206,113,408,1988,7,19,-142,2000,1,25,1435,19989,4,5,11,-9,152,5,6,10,-12,74,3,3,58,22,729,1252,9635,2261,2007,7,8,1011,725,100,35,25,2414,30,2919,58,-42,1,32,0,214,235,599,114,102,1,19,14194,8975,41,1989,2,23,25,5,10,5,10,174,686,2004,7,29,-214,1991,12,28,169,169,169,170,169,13,1993,1,19,18642,42
58208,3210,11537,10115,4,5,9,-8,157,252,203,121,394,1988,7,19,-149,1993,1,16,1399,19103,5,6,10,-11,156,3,4,10,-8,76,2,3,60,24,677,1323,10886,1957,1984,6,13,1150,847,111,36,20,2156,24,2647,45,-42,0,19,0,226,296,591,134,113,1,19,13165,999999,41,2008,1,999002,25,6,12,6,12,177,692,1988,7,19,-180,1998,1,19,171,171,172,172,168,7,999002,999002,999003,19474,44
58215,3233,11647,10141,4,4,6,-9,152,258,202,111,390,1994,7,10,-181,1991,12,29,1267,20325,5,5,10,-8,155,4,5,11,-7,77,2,3,59,20,716,1283,9318,2596,2007,7,8,1022,738,96,34,18,1685,24,2205,58,-54,2,56,0,268,281,675,116,91,2,30,14538,9270,31,2008,1,29,30,5,14,5,14,176,731,1994,7,10,-248,1993,1,16,171,171,171,170,167,12,2011,1,999002,20460,46
58221,3255,11724,10142,3,3,6,-6,158,261,205,119,403,1988,7,19,-130,1991,12,29,1668,19436,5,6,10,-10,149,4,5,11,-10,72,2,3,61,19,646,1331,9659,2167,1989,8,25,1024,730,101,36,18,1783,22,2161,54,-35,1,39,0,187,255,704,116,95,1,40,14751,8521,26,1993,1,14,26,4,11,4,11,178,702,2010,7,30,-227,1991,12,29,171,172,172,172,169,10,999002,999002,999003,20049,45
58225,3232,11740,10084,4,5,8,-9,154,258,201,115,396,1988,7,19,-145,1991,12,28,1344,20118,5,6,12,-11,152,4,5,11,-9,75,2,3,999999,999999,999999,999999,9348,1757,1991,6,14,1039,757,95,25,19,1779,26,2414,79,-39,1,54,0,279,286,568,125,99,2,27,14283,999999,30,2008,1,29,26,999892,11,999892,11,178,681,2006,6,20,-241,1991,12,29,170,169,172,171,999999,12,1984,12,30,20451,46
58236,3218,11818,10133,4,4,7,-9,159,253,204,122,395,999002,999002,999002,-123,1991,12,29,1570,18819,6,7,13,-11,155,4,6,13,-9,74,2,3,56,28,797,1180,10746,3517,2003,7,5,1112,809,108,34,19,1992,25,2644,58,-51,0,19,0,183,290,628,113,86,1,14,14308,8847,47,2008,1,999002,21,17,17,16,8,176,690,1994,7,7,-221,1991,12,29,171,171,171,171,168,10,2011,1,999002,18183,41
58238,3156,11854,10125,6,8,27,-9,159,254,206,121,400,2003,8,2,-131,1991,12,29,1665,18775,6,7,15,-11,156,3,4,12,-11,75,3,3,61,26,623,1352,10906,2072,2003,7,5,1135,835,115,34,17,1904,24,2572,67,-41,3,60,0,227,290,623,108,67,1,54,15642,9011,36,999002,1,999002,23,17,20,999003,9,176,683,2003,8,2,-194,1984,1,23,170,171,171,171,169,8,999002,999002,999003,19277,43
58241,3248,11927,10162,4,5,10,-9,153,255,198,117,398,2003,8,2,-107,1984,1,23,1300,19928,6,7,13,-12,153,3,5,13,-8,75,3,3,60,32,655,1320,10366,1647,2007,7,9,1077,778,110,37,18,1822,24,2507,76,-34,2,38,0,490,314,703,98,56,2,26,13673,8532,24,1984,1,19,26,4,10,4,10,178,674,2010,8,13,-200,1984,1,23,171,171,171,170,999999,14,1981,12,3,20801,47
58251,3251,12017,10165,3,4,7,-9,150,251,196,113,388,2003,8,2,-111,1984,1,23,1096,20469,6,6,10,-11,156,4,5,11,-9,79,2,2,59,24,691,1281,10612,2071,1985,6,23,1089,798,107,37,16,1690,24,2512,86,-38,1,64,0,465,288,723,84,44,2,16,13434,8754,26,1984,1,19,29,5,10,5,10,163,655,1994,7,28,-169,1984,1,23,159,160,159,160,999999,11,999002,1,999003,21303,48
58252,3211,11928,10133,4,5,9,-11,157,251,202,120,395,2001,7,2,-120,1991,12,30,1420,18925,6,7,13,-11,154,5,6,15,-14,74,4,4,999999,999999,999999,999999,11060,2153,2003,7,5,1177,869,112,34,17,1875,24,2613,75,-48,2,55,0,283,283,542,97,64,2,33,14106,8634,39,2008,1,29,26,5,10,5,10,179,675,1988,7,9,-182,1991,12,30,170,170,172,170,169,999999,999999,999999,999999,20257,46
58255,3222,12034,10162,4,5,8,-10,151,248,198,112,380,2003,8,2,-134,1991,12,29,1057,20087,5,6,10,-9,157,4,5,12,-9,79,2,2,999999,999999,999999,999999,10476,1703,1989,9,16,1166,851,107,31,14,1474,17,1804,44,-30,0,29,0,558,300,619,78,45,2,12,13314,999999,28,2008,1,999002,27,5,10,5,10,166,664,1990,7,24,-185,1991,12,29,163,162,165,165,999999,999999,999999,999999,999999,19327,44
58259,3205,12059,10165,4,5,11,-7,162,243,205,128,395,2003,8,2,-81,2009,1,24,1573,17414,5,6,13,-10,163,5,6,10,-9,77,2,2,61,22,633,1352,11183,1940,2009,7,28,1165,874,112,34,13,1457,15,1726,24,-26,1,35,0,181,279,464,63,26,1,19,999999,8770,27,2008,1,28,28,7,10,7,10,171,607,2005,7,24,-77,2000,1,25,167,167,168,169,169,7,999002,999002,999006,19792,45
58265,3204,12136,10164,3,4,7,-6,155,236,191,124,376,1995,9,7,-86,999002,1,999002,1034,18728,6,7,12,-11,161,4,5,11,-7,80,2,2,59,24,691,1278,10884,2027,2001,7,6,1171,864,108,31,18,1909,22,2446,43,-39,1,59,0,323,311,509,76,17,2,11,14013,9568,8,1998,3,21,36,3,8,3,8,169,631,1992,7,28,-96,2009,1,24,164,164,164,164,167,9,1984,2,8,21881,50
58311,3144,11630,10077,4,5,8,-9,160,252,206,125,406,1988,7,18,-122,1984,1,25,1639,18419,6,6,12,-11,155,4,5,11,-9,75,3,3,62,27,613,1447,11243,1599,1988,7,25,1233,906,113,28,19,2127,22,2480,34,-35,1,6,0,129,295,540,131,104,1,9,13260,8137,44,1984,1,19,19,17,15,999006,10,181,682,999002,999002,999002,-204,1984,1,22,176,176,176,176,172,10,1990,2,1,19814,45
58314,3124,11619,10064,4,5,8,-8,156,251,211,115,407,2003,8,1,-134,1991,12,29,1348,19207,5,6,11,-10,160,4,4,8,-8,80,2,2,61,26,687,1426,13913,3146,2005,9,3,1394,1040,154,40,16,2276,20,2762,43,-33,1,8,0,283,323,595,132,101,2,24,13136,7914,50,2008,1,29,13,17,36,999005,8,176,709,1990,7,25,-210,1991,12,29,174,174,174,174,999999,10,2005,1,1,17155,39
58319,3104,11657,10064,5,6,10,-8,160,244,204,124,390,2003,8,2,-108,1991,12,29,1317,18005,3,4,8,-8,157,3,4,11,-8,75,2,2,62,23,671,1463,12905,2169,1999,6,27,1254,932,136,47,17,2208,22,2885,66,-30,1,110,0,68,382,402,120,63,0,15,15733,10277,23,1984,1,19,31,15,17,15,17,182,675,1989,7,20,-128,1991,12,29,178,178,179,179,177,9,1993,1,17,18338,41
58321,3147,11718,10133,3,4,7,-6,162,255,206,126,403,2003,8,1,-135,1991,12,29,1860,18268,6,7,12,-12,159,5,7,18,-10,75,2,3,61,27,633,1389,10009,2384,1984,6,13,1128,831,102,26,17,1695,22,2185,47,-42,0,43,0,190,263,523,115,93,1,41,15819,9611,44,999002,1,999002,28,5,10,5,10,184,700,1988,7,9,-212,1984,1,22,175,176,176,176,175,8,999005,999002,999007,18681,42
58326,3135,11750,10131,4,5,7,-9,164,256,208,129,393,1988,7,19,-117,1990,2,1,2052,17870,6,7,13,-10,161,4,5,10,-9,75,1,2,60,24,718,1363,11245,2518,2008,8,1,1209,863,112,31,15,1721,22,2472,77,-42,0,54,0,118,275,529,111,72,1,26,13640,8093,44,2008,1,29,24,4,19,4,19,186,709,2001,7,11,-235,1991,12,29,178,179,178,178,174,10,2011,1,16,18976,43
58336,3142,11831,10139,4,6,10,-11,163,253,207,128,399,2002,7,15,-137,1991,12,29,1903,17836,7,8,14,-12,159,4,5,11,-9,74,2,3,999999,999999,999999,999999,11139,1748,1991,7,1,1223,877,107,30,17,1879,23,2540,72,-43,0,46,0,99,278,470,103,64,1,32,14854,999999,41,2008,1,29,22,17,18,999005,12,184,685,2005,8,16,-228,1991,12,29,999999,999999,999999,999999,999999,12,1982,1,19,18790,42
58338,3109,11835,10143,5,6,8,-9,163,251,209,128,414,2010,8,4,-117,1991,12,29,1862,17829,6,7,12,-11,165,4,5,13,-9,78,2,3,62,36,631,1429,12680,1575,1984,6,13,1314,972,129,37,17,2102,21,2613,47,-34,3,57,0,253,328,459,107,77,1,29,15738,9187,33,999002,999002,999002,28,5,13,5,13,183,702,2010,8,22,-182,1991,12,29,177,177,178,178,180,10,2009,1,999002,18544,42
58343,3153,11959,10163,5,5,8,-10,162,251,204,128,390,2003,8,2,-112,1991,12,29,1796,17912,5,6,12,-10,160,4,5,12,-8,76,2,2,62,29,615,1403,11042,1962,1994,8,19,1217,884,112,29,13,1460,19,2045,64,-24,2,29,0,251,280,553,94,52,1,29,14364,9202,36,2008,1,29,26,6,12,6,12,180,671,1990,7,20,-170,1991,12,29,173,173,173,173,999999,12,1982,1,19,19738,45
58345,3126,11929,10161,4,4,9,-6,160,253,205,124,398,2010,8,13,-137,1984,1,23,1776,18298,7,7,14,-11,164,4,5,12,-13,79,3,4,61,16,664,1407,11467,1472,1987,8,25,1300,943,113,28,14,1656,19,2130,44,-28,1,15,0,365,287,559,98,58,2,51,13284,8040,37,1984,1,19,22,5,15,5,15,182,715,2001,7,25,-180,1984,1,23,176,176,176,177,999999,9,1982,1,19,18735,42
58354,3137,12021,10165,6,7,9,-24,162,250,206,128,401,2003,8,1,-80,999002,999002,999002,1822,17711,7,8,15,-11,161,4,5,12,-7,76,3,3,61,27,618,1354,11217,1782,1991,7,2,1232,914,115,26,16,1827,21,2307,53,-25,2,30,0,267,286,522,81,44,1,47,13737,999999,30,2008,1,29,26,7,11,7,11,181,675,1994,7,14,-134,1984,1,23,175,174,176,176,999999,999999,999999,999999,999999,19243,44
58356,3124,12100,10161,4,5,6,-10,161,245,204,127,392,2010,8,13,-80,1986,1,5,1656,17638,8,9,17,-12,165,3,5,11,-9,78,4,4,999999,999999,999999,999999,11276,2049,1985,8,1,1232,911,112,28,14,1555,17,1940,35,-27,2,56,0,277,291,484,69,31,1,35,14004,999999,23,2008,2,999002,31,7,10,7,10,181,665,1990,7,24,-123,1984,1,23,174,174,176,175,999999,999999,999999,999999,999999,19703,44
58358,3104,12026,10143,5,5,7,-9,165,246,203,135,388,1995,9,7,-67,999002,999002,999002,1837,17040,6,6,12,-9,165,4,6,12,-9,77,2,3,62,19,635,1435,11763,1454,1990,8,31,1292,959,121,34,12,1437,16,1905,44,-27,1,107,0,299,334,389,91,39,2,46,14298,9547,32,2008,2,2,32,6,10,6,10,183,666,2003,8,7,-116,1985,12,12,999999,999999,999999,999999,999999,7,1984,12,30,18707,42
58362,3124,12127,10162,4,5,10,-9,166,238,202,137,396,2003,8,2,-81,1986,1,5,1768,16370,7,8,16,-11,164,4,5,11,-9,76,3,3,61,31,597,1370,11681,1734,2001,8,6,1230,924,129,33,14,1603,16,1925,31,-35,0,53,0,173,256,282,55,16,1,13,14636,9254,12,2008,2,2,33,4,10,4,10,178,673,1994,7,14,-97,1986,1,6,172,172,173,173,177,8,1991,12,29,18527,42
58402,3044,11540,10012,3,4,8,-7,166,242,222,124,400,999002,999002,999002,-120,1991,12,29,1661,16900,4,4,8,-7,162,3,5,10,-11,76,1,2,60,28,683,1372,14201,2860,2010,7,8,1303,976,163,54,17,2411,22,3068,54,-33,4,20,0,231,463,421,96,52,2,14,13499,8523,20,1984,1,19,11,17,39,999003,10,192,691,1994,7,10,-160,1991,12,28,188,188,188,188,999999,999999,999999,999999,999999,18517,42
58407,3014,11502,10122,4,5,10,-9,175,247,216,142,404,999002,999002,999002,-81,1991,12,29,2576,15402,4,5,8,-10,171,3,4,9,-8,77,2,3,64,22,592,1533,14560,3604,1998,7,22,1347,987,163,54,17,2467,21,3091,53,-36,1,15,0,150,416,397,95,55,1,40,13258,8133,16,1984,1,20,19,17,22,999005,12,189,719,1988,7,18,-120,1991,12,28,185,186,186,186,185,7,1991,12,29,17013,38
58414,3027,11618,10078,5,6,11,-9,168,241,212,132,397,2003,8,2,-117,1991,12,29,1747,16390,5,6,12,-10,163,4,4,11,-10,75,2,3,999999,999999,999999,999999,15186,2480,1992,6,14,1421,1000,171,64,17,2522,20,3099,50,-35,3,54,0,48,422,356,95,50,0,21,14164,999999,21,2008,1,29,23,17,19,999004,18,185,702,2003,8,7,-179,1991,12,29,179,179,183,181,999999,9,1985,12,999003,18699,42
58419,3006,11701,10141,4,4,9,-6,166,246,219,127,412,2003,8,1,-132,1991,12,29,1830,17053,4,5,11,-10,170,3,4,8,-8,80,2,2,999999,999999,999999,999999,16168,2320,1995,5,25,1465,1073,194,61,16,2563,19,3019,41,-28,0,20,0,388,404,446,102,48,2,20,13714,999999,20,2011,1,20,16,17,23,16,16,183,689,2007,8,10,-200,1991,12,29,178,178,181,180,999999,999999,999999,999999,999999,19066,43
58424,3032,11703,10140,4,5,8,-9,172,249,210,142,409,2003,8,2,-85,1991,12,29,2454,15993,5,6,13,-10,168,5,6,12,-11,75,1,2,64,34,585,1575,14385,3003,2010,7,13,1278,947,158,55,19,2675,23,3345,55,-30,1,33,0,117,348,368,114,55,1,11,15218,9335,23,1984,1,19,29,3,30,3,30,192,700,1985,9,5,-185,1991,12,28,185,185,185,185,181,8,999002,999002,999002,17556,40
58429,3058,11747,10123,4,5,8,-9,166,250,209,133,401,999002,999002,999002,-89,1990,2,1,2020,17084,5,6,12,-10,164,4,5,14,-8,77,3,3,999999,999999,999999,999999,13925,1912,2003,7,9,1323,987,157,41,17,2330,22,3019,56,-29,4,21,0,164,326,354,118,76,1,31,13646,999999,35,2008,2,2,23,3,20,3,20,185,670,1981,6,19,-160,1991,12,29,178,178,180,180,999999,6,999003,1,999003,18373,41
58436,3037,11859,10062,4,5,8,-7,158,248,215,116,408,1988,7,18,-159,1991,12,29,1452,18469,5,6,11,-8,159,4,5,15,-7,79,2,2,65,30,532,1570,14752,2487,1983,7,5,1538,1139,154,39,16,2302,19,2822,40,-32,1,35,0,527,438,554,130,91,3,25,13996,8830,33,2008,2,2,17,17,24,16,10,182,700,1988,7,31,-235,1991,12,29,177,178,178,179,999999,11,1987,12,12,16998,38
58437,3008,11809,8165,2,3,7,-6,83,199,116,56,280,2003,7,29,-227,1991,12,28,0,35590,5,6,11,-10,99,3,4,9,-7,77,2,2,66,51,534,1623,22692,3284,1991,7,7,1754,1429,261,90,14,3237,18,4014,42,-26,9,1039,0,2606,432,71,346,433,42,42,9829,999999,31,1998,1,23,57,15,10,15,10,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,16828,39
58448,3013,11942,10039,4,5,7,-9,162,242,216,122,421,1995,7,20,-134,1991,12,29,1532,17420,5,5,10,-9,162,6,7,11,-15,78,4,4,999999,999999,999999,999999,14636,1875,1996,6,30,1538,1148,151,35,13,1831,15,2151,25,-35,1,33,0,310,397,383,111,66,2,33,12727,999999,36,1984,1,30,18,17,20,999003,10,186,720,1990,7,25,-191,1991,12,29,999999,999999,999999,999999,999999,999999,999999,999999,999999,17692,40
58450,3052,12003,10159,3,4,6,-7,163,248,205,131,392,2009,7,20,-85,1991,12,30,1823,17389,5,6,11,-10,166,4,6,12,-13,78,2,3,999999,999999,999999,999999,13035,1656,2007,10,8,1405,1048,130,34,14,1866,17,2220,37,-28,1,63,0,245,320,393,102,52,1,45,13836,8844,32,2008,2,2,24,17,13,999006,12,184,685,1983,8,3,-120,1998,1,25,178,176,179,178,177,999999,999999,999999,999999,18133,41
58457,3014,12010,10115,4,4,8,-7,170,243,214,136,403,2003,8,1,-84,1991,12,29,2139,15946,6,7,14,-11,164,4,4,11,-8,76,2,3,67,43,485,1683,14380,1913,2007,10,8,1474,1123,152,35,12,1668,15,2141,27,-34,2,49,0,301,338,357,117,63,2,64,13033,8903,29,1984,1,30,21,17,15,16,10,182,724,2003,7,25,-215,1991,12,29,177,179,179,179,999999,999999,999999,999999,999999,17099,38
58464,3037,12105,10162,3,4,8,-10,163,241,202,129,387,2009,7,21,-93,1991,12,29,1763,17266,6,7,15,-10,169,4,6,13,-11,80,3,4,64,28,590,1561,12697,2749,1986,9,5,1385,1015,135,36,15,1843,18,2254,25,-41,1,100,0,350,282,514,82,35,2,35,12894,8507,16,2008,2,3,31,5,12,5,12,187,680,999002,7,999002,-157,1983,12,30,180,181,180,181,999999,999999,999999,999999,999999,19891,45
58467,3012,12116,10158,4,5,10,-7,173,243,215,138,406,2003,7,17,-62,1993,1,29,2376,15400,6,8,13,-13,170,4,5,12,-6,78,3,4,64,40,590,1538,13658,1432,2007,9,18,1454,1098,139,37,10,1379,13,1843,25,-31,4,33,0,186,326,398,56,22,1,24,15547,999999,19,2008,2,2,26,5,14,5,14,188,689,1992,7,30,-91,1999,12,23,179,179,179,179,999999,999999,999999,999999,999999,18359,41
58472,3044,12227,10082,4,4,7,-8,164,211,193,143,364,1998,8,15,-57,1991,12,28,800,15330,5,6,11,-7,167,5,6,16,-9,79,1,2,66,37,473,1594,11058,1986,1997,8,19,1314,948,104,29,14,1502,18,1941,39,-38,2,1147,0,494,193,132,59,5,3,20,13735,999999,7,1991,12,28,66,16,12,16,12,193,692,1992,7,28,-74,1987,1,14,999999,999999,999999,999999,999999,999999,999999,999999,999999,20132,45
58477,3002,12206,10122,4,5,9,-9,168,216,206,138,402,2007,7,21,-55,2009,1,25,1149,14901,5,6,11,-8,170,4,5,12,-7,79,2,2,69,49,418,1715,14127,2359,2007,10,8,1495,1120,143,36,12,1752,15,2180,34,-41,0,174,0,169,279,318,83,12,1,27,12587,8762,13,2005,3,12,29,17,13,999001,12,188,672,2005,7,4,-87,1991,12,29,181,181,182,181,187,999999,999999,999999,999999,18848,42
58500,2951,11512,10104,4,4,8,-7,175,248,216,143,414,2003,8,1,-95,1991,12,29,2647,15310,5,6,13,-11,172,4,5,13,-9,77,2,2,999999,999999,999999,999999,14543,5387,1994,7,12,1435,1063,165,46,17,2415,20,2942,46,-33,2,9,0,215,435,319,112,59,1,38,14700,999999,34,1998,1,23,18,17,20,999004,15,196,708,2001,7,11,-131,1991,12,29,189,188,192,190,999999,999999,999999,999999,999999,16840,38
58506,2935,11559,8856,2,3,6,-7,119,220,157,91,318,999002,999002,999003,-167,1991,12,28,4,25929,4,5,9,-10,124,3,3,5,-7,77,2,2,68,52,466,1681,20240,3514,2005,9,2,1674,1278,232,77,16,3170,19,3859,46,-35,10,821,0,1975,449,354,294,278,24,27,10409,999999,66,1998,1,23,41,2,13,2,13,135,655,1995,7,21,-294,1991,12,29,999999,999999,999999,999999,999999,999999,999999,999999,999999,16752,38
58507,2915,11507,10066,4,5,9,-7,170,235,218,134,417,2003,8,2,-87,1991,12,29,1889,15667,4,4,9,-8,170,3,4,11,-8,79,1,2,999999,999999,999999,999999,15417,1585,1995,6,25,1510,1098,182,47,13,1972,17,2653,44,-19,4,7,0,260,540,300,105,38,1,28,14201,999999,17,1989,1,13,11,17,42,999005,10,193,695,1990,7,25,-141,1991,12,28,183,184,188,187,999999,999999,999999,999999,999999,15592,35
58519,2900,11641,10105,4,5,8,-7,179,241,220,148,394,1988,7,18,-133,1991,12,29,2724,14233,5,5,12,-9,176,4,6,13,-12,77,3,3,66,25,589,1636,16262,2914,1995,6,3,1426,1071,197,58,18,2847,22,3583,44,-41,1,46,0,131,494,211,74,38,1,14,14952,10522,14,1991,12,999002,24,1,20,1,20,202,701,2000,7,14,-195,1991,12,29,194,194,195,195,999999,999999,999999,999999,999999,18021,41
58520,2951,11743,9992,4,5,11,-9,161,233,221,119,415,2003,8,2,-132,1991,12,29,1126,17453,4,5,10,-8,166,4,5,13,-10,82,1,2,999999,999999,999999,999999,17976,2388,1995,5,20,1468,1139,208,65,18,3231,21,3829,40,-33,1,6,0,731,487,453,96,49,3,22,12025,999999,21,2008,2,2,12,17,41,999004,11,181,656,2003,8,2,-224,1991,12,28,177,178,181,180,181,999999,999999,999999,999999,17132,39
58527,2918,11712,10083,4,5,7,-10,178,235,229,141,408,2003,8,2,-96,1991,12,29,2456,14197,5,6,11,-10,172,4,5,11,-12,76,2,3,67,39,526,1677,18048,2047,2010,7,15,1482,1130,221,72,15,2784,20,3528,43,-28,2,22,0,221,493,295,73,34,1,34,12742,9015,23,1991,12,28,17,17,19,999002,16,196,704,1991,7,26,-180,1991,12,29,189,190,191,191,195,999999,999999,999999,999999,17440,39
58531,2943,11817,9991,4,4,8,-8,167,237,221,128,401,2003,8,3,-155,1991,12,29,1608,16420,5,6,12,-9,166,4,5,10,-12,79,2,2,66,39,454,1604,17393,2088,2006,5,9,1503,1161,203,66,15,2604,18,3134,41,-27,1,25,0,554,497,416,100,55,3,19,12386,8586,22,999002,999002,999002,13,17,37,999003,8,189,699,2003,8,6,-219,1991,12,29,185,186,186,186,187,8,1999,12,23,16923,38
58543,2937,11901,9962,4,4,8,-9,172,233,218,139,407,2003,7,31,-67,1991,12,28,2058,15074,4,5,11,-8,166,3,4,12,-8,76,2,2,67,21,453,1656,15151,1734,1998,6,18,1516,1149,168,44,16,2379,19,2870,39,-32,0,25,0,155,473,214,112,49,1,10,12806,999999,16,2008,2,2,17,17,15,999006,12,196,712,1988,7,17,-107,1984,2,8,999999,999999,999999,999999,999999,999999,999999,999999,999999,18503,42
58549,2907,11939,10089,4,5,8,-8,178,240,223,143,411,2003,8,1,-77,1984,1,22,2670,14380,6,7,13,-12,167,5,7,14,-20,75,3,4,66,40,564,1645,14457,1337,1989,6,17,1551,1172,157,36,14,2075,18,2629,48,-28,2,31,0,150,482,283,102,50,1,22,14442,10613,20,1998,1,23,24,5,30,5,30,198,723,1998,7,13,-110,1984,1,22,193,192,193,193,999999,999999,999999,999999,999999,18237,41
