区站号,纬度,经度,累年年平均本站气压,累年年本站气压平均差,累年年本站气压标准差,累年年本站气压最大正距平,累年年本站气压最大负距平,累年年平均气温,累年气温年较差,累年年平均最高气温,累年年平均最低气温,累年年极端最高气温,累年年极端最高气温出现年份,累年年极端最高气温出现月份,累年年极端最高气温出现日期,累年年极端最低气温,累年年极端最低气温出现年份,累年年极端最低气温出现月份,累年年极端最低气温出现日期,累年年降温度日数（≥26.0℃）,累年年采暖度日数（≤18.0℃）,累年年平均气温平均差,累年年平均气温标准差,累年年平均气温最大正距平,累年年平均气温最大负距平,累年年平均水汽压,累年年水汽压平均差,累年年水汽压标准差,累年年水汽压最大正距平,累年年水汽压最大负距平,累年年平均相对湿度,累年年相对湿度平均差,累年年相对湿度标准差,累年年平均总云量,累年年平均低云量,累年年日平均总云量<2成（晴天）日数,累年年日平均总云量>8成（阴天）日数,累年年降水量,累年年最大日降水量,累年年最大日降水量出现年份,累年年最大日降水量出现月份,累年年最大日降水量出现日期,累年年日降水量≥0.1mm日数,累年年日降水量≥10.0mm日数,累年年日降水量≥25.0mm日数,累年年日降水量≥50.0mm日数,累年年降水量相对平均差,累年年降水量平均差,累年年降水量相对标准差,累年年降水量标准差,累年年降水量最大正距平百分率,累年年降水量最大负距平百分率,累年年冰雹日数,累年年大风日数,累年年沙尘暴日数,累年年雾日数,累年年雷暴日数,累年年霜日数,累年年降雪日数,累年年积雪日数,累年年能见度<1km出现频率,累年年能见度<10km出现频率,累年年蒸发量（小型蒸发）,累年年蒸发量（大型蒸发）,累年年最大积雪深度,累年年最大积雪深度出现年份,累年年最大积雪深度出现月份,累年年最大积雪深度出现日期,累年年平均风速,累年年最多风向（含静风）,累年年最多风向频率（含静风）,累年年最多风向（不含静风）,累年年最多风向频率（不含静风）,累年年平均地面温度,累年年极端最高地面温度,累年年极端最高地面温度出现年份,累年年极端最高地面温度出现月份,累年年极端最高地面温度出现日期,累年年极端最低地面温度,累年年极端最低地面温度出现年份,累年年极端最低地面温度出现月份,累年年极端最低地面温度出现日期,累年年平均5cm地温,累年年平均10cm地温,累年年平均15cm地温,累年年平均20cm地温,累年年平均40cm地温,累年年最大冻土深度,累年年最大冻土深度出现年份,累年年最大冻土深度出现月份,累年年最大冻土深度出现日期,累年年日照时数,累年年日照百分率
58553,3003,12049,10159,4,5,8,-8,170,245,214,138,406,2003,7,17,-79,2008,2,4,2301,15897,5,6,12,-10,169,3,5,13,-8,78,1,2,999999,999999,999999,999999,14685,1800,1989,8,23,1564,1181,150,34,10,1517,13,1976,39,-31,0,44,0,209,322,304,90,52,1,41,15313,999999,25,1985,12,11,25,9,14,9,14,189,720,1990,7,28,-110,1985,12,12,999999,999999,999999,999999,999999,999999,999999,999999,999999,17215,39
58556,2936,12049,10045,4,5,10,-8,168,239,219,131,412,2003,7,25,-95,1991,12,29,1890,16033,5,6,12,-10,164,4,5,12,-8,77,2,3,66,38,528,1583,13253,1547,1988,7,30,1529,1143,139,26,15,1978,18,2327,28,-34,2,99,0,414,416,386,125,58,2,29,13117,9033,26,1998,1,23,23,17,23,999002,17,199,735,999002,7,999002,-176,1985,12,12,191,191,191,191,999999,999999,999999,999999,999999,17637,39
58557,2920,12005,10061,4,4,8,-6,177,245,222,142,420,2003,7,31,-91,1991,12,29,2765,14774,6,7,14,-13,164,5,6,10,-12,73,4,4,999999,999999,999999,999999,13866,1552,1996,6,5,1477,1120,146,35,15,2089,18,2564,38,-32,1,25,0,147,360,263,107,56,1,54,15117,999999,17,1998,1,23,18,17,18,999001,16,198,717,1991,7,26,-97,1998,1,25,999999,999999,999999,999999,999999,999999,999999,999999,999999,17887,40
58562,2947,12133,10162,5,6,10,-10,172,235,215,139,413,2009,7,20,-71,1981,1,4,2084,15204,7,8,15,-14,170,4,5,11,-10,77,3,4,67,40,515,1662,14314,1268,1990,8,31,1533,1167,146,33,11,1535,14,1997,30,-40,1,19,0,175,323,373,83,26,1,26,12231,8613,15,1985,12,11,21,17,16,15,10,191,700,2008,7,17,-86,1999,12,23,183,184,184,183,183,999999,999999,999999,999999,17413,39
58569,2912,12157,10013,4,5,11,-9,167,212,204,142,381,2009,7,21,-64,999002,999002,999002,997,14902,5,6,12,-9,173,4,5,13,-9,80,2,2,64,36,565,1555,14248,2396,2009,9,30,1554,1119,151,37,12,1715,16,2335,39,-45,0,545,0,572,273,118,78,18,4,18,12926,999999,15,1989,1,14,48,1,17,1,17,193,692,1991,7,17,-86,1986,1,5,999999,999999,999999,999999,999999,999999,999999,999999,999999,18306,41
58600,2852,11522,10060,5,6,9,-13,174,232,221,139,399,2003,8,2,-110,1991,12,29,1785,14781,4,5,10,-10,172,3,4,11,-8,78,2,2,999999,999999,999999,999999,17150,2169,2005,9,3,1565,1144,201,62,14,2387,18,3018,47,-30,1,15,0,80,573,208,74,29,0,33,13621,999999,50,1995,1,3,16,17,25,15,18,193,658,2003,8,7,-138,1991,12,29,185,186,188,188,999999,999999,999999,999999,999999,17050,38
58606,2836,11555,10098,4,4,10,-6,180,240,219,151,401,1992,7,31,-97,1991,12,29,2748,14109,5,6,12,-11,175,5,6,15,-8,76,3,3,66,49,581,1658,16137,2787,2003,6,25,1441,1090,195,58,16,2511,20,3156,45,-31,2,43,0,197,499,169,84,36,1,37,15945,10144,22,1991,12,28,21,2,17,2,17,201,696,1990,7,26,-189,1991,12,29,194,195,195,195,194,999999,999999,999999,999999,18353,41
58608,2804,11533,10117,4,4,6,-7,182,243,224,149,410,2010,8,4,-109,1991,12,29,3035,14008,5,6,13,-13,182,5,6,12,-10,79,3,3,68,28,507,1750,17134,2462,1988,5,21,1542,1150,201,61,12,2076,17,2878,31,-43,2,15,0,203,519,240,70,36,1,47,13646,8901,20,2008,2,2,15,3,18,3,18,202,694,1991,7,24,-190,1991,12,29,194,195,195,194,999999,999999,999999,999999,999999,16601,37
58622,2857,11735,10059,4,5,10,-7,177,234,232,137,405,1988,7,18,-94,1991,12,29,2284,14412,4,5,10,-9,178,4,5,8,-10,81,1,2,999999,999999,999999,999999,19555,1937,2010,7,9,1604,1212,233,81,19,3674,23,4407,45,-27,0,36,0,376,538,235,65,30,2,26,12950,999999,15,1991,12,28,14,17,26,999008,16,204,703,1988,7,19,-134,1991,12,29,194,195,198,198,999999,999999,999999,999999,999999,16265,37
58626,2818,11713,10092,3,4,7,-6,187,236,231,153,411,2003,8,2,-93,1991,12,29,3299,12788,4,5,10,-11,178,4,5,10,-11,76,2,2,66,36,572,1677,18981,2410,2000,6,8,1606,1226,218,71,16,3041,20,3714,45,-29,1,14,0,109,552,202,58,26,1,17,14226,9263,18,1984,1,21,16,17,22,999005,19,204,697,1983,8,6,-119,1991,12,29,198,199,199,199,999999,999999,999999,999999,999999,16488,37
58633,2900,11854,10063,5,5,9,-8,175,235,222,139,409,2003,7,31,-70,999002,999002,999002,2270,14598,4,5,10,-9,172,4,5,12,-11,78,2,3,65,37,588,1639,16652,1820,1992,7,4,1581,1195,188,52,20,3325,23,3900,48,-29,2,25,0,209,482,281,88,41,1,47,14675,10124,19,2010,12,16,25,4,22,4,22,194,687,1994,7,14,-100,1991,12,28,188,188,188,189,186,999999,999999,999999,999999,17839,40
58634,2841,11815,10020,5,6,12,-9,178,232,226,141,410,2003,8,2,-95,1991,12,29,2344,14132,5,5,10,-10,173,4,6,11,-15,78,2,3,69,44,488,1798,18195,1671,2006,6,4,1598,1257,215,62,19,3416,22,3943,38,-33,0,30,0,369,567,301,78,40,2,43,13401,9565,19,1989,1,14,22,3,24,3,24,208,737,1990,7,28,-186,1991,12,29,200,200,200,199,194,999999,999999,999999,999999,16560,37
58637,2827,11759,10013,4,5,9,-10,179,228,230,142,415,2003,8,2,-97,1991,12,29,2376,13707,3,4,7,-9,175,5,6,12,-11,78,2,3,999999,999999,999999,999999,18481,2552,1998,6,21,1621,1245,216,63,17,3151,21,3883,50,-34,0,31,0,151,516,222,70,31,1,35,13361,9187,15,999003,999002,999003,14,17,24,999002,13,203,731,2000,7,25,-92,1991,12,999002,195,195,197,197,999999,999999,999999,999999,999999,17701,40
58646,2827,11955,10091,4,5,10,-8,184,226,238,145,432,2003,7,31,-73,1991,12,29,2618,12583,5,6,12,-10,172,5,7,12,-13,75,3,4,69,52,452,1755,14060,1232,1994,6,17,1578,1180,148,35,14,1968,18,2496,49,-28,2,25,0,121,505,256,63,23,1,19,14545,9197,16,999002,999002,999002,14,17,32,999004,13,208,720,1998,8,13,-105,1981,1,3,201,201,200,201,999999,999999,999999,999999,999999,16245,36
58652,2852,12043,10069,4,5,8,-9,176,225,230,135,417,2009,7,20,-79,1999,12,23,1904,13903,6,7,14,-10,173,5,6,13,-11,78,3,4,999999,999999,999999,999999,14625,1919,2004,8,13,1614,1173,164,39,13,1877,15,2199,34,-27,0,28,0,169,457,336,65,23,1,24,12588,999999,15,999002,999002,999002,14,17,32,999005,17,196,682,1994,7,6,-84,1993,1,28,999999,999999,999999,999999,999999,999999,999999,999999,999999,17148,39
58665,2837,12125,10153,4,5,11,-10,176,213,217,144,403,2003,7,30,-71,1999,12,23,1619,13359,7,7,14,-11,179,5,6,13,-10,79,3,4,69,43,456,1792,15839,3210,1981,9,23,1586,1171,164,47,14,2178,18,2793,40,-37,0,28,0,210,374,254,59,16,1,32,12917,9881,10,999002,12,999002,24,15,16,15,16,197,689,2003,7,30,-78,1999,12,23,190,190,191,191,191,4,1993,1,29,17266,39
58666,2827,12154,10062,8,21,11,-105,172,197,194,154,351,2006,8,31,-33,999002,999002,999002,703,13235,5,6,8,-10,184,5,6,11,-11,83,1,2,67,45,499,1687,13737,2512,2008,9,29,1494,1063,142,38,15,2093,22,2985,60,-42,1,1022,0,663,249,10,39,4,6,26,15210,999999,10,1989,1,14,66,1,22,1,22,191,637,2001,7,26,-48,1991,12,29,999999,999999,999999,999999,999999,999999,999999,999999,999999,19271,44
58667,2805,12116,10043,4,5,10,-9,175,197,205,153,340,1987,8,30,-45,1991,12,29,993,12543,5,5,10,-7,180,5,6,11,-9,80,2,2,67,49,532,1660,14154,2808,2009,9,30,1456,1054,145,48,16,2218,19,2752,30,-37,0,252,0,395,280,28,42,11,2,26,14621,999999,14,999002,999002,999002,47,1,15,1,15,202,707,2003,8,4,-75,1993,1,17,999999,999999,999999,999999,999999,999999,999999,999999,999999,17399,39
58705,2720,11525,10045,3,4,7,-7,181,233,233,145,417,1991,7,18,-100,1991,12,29,2561,13672,4,5,10,-10,184,4,5,11,-8,81,2,3,999999,999999,999999,999999,17182,2170,2010,6,20,1621,1200,201,53,15,2568,18,3168,39,-36,5,49,0,296,587,215,55,24,2,36,14676,999999,24,2003,1,7,18,17,18,999004,10,211,733,2007,8,10,-162,1990,2,1,202,203,206,205,999999,999999,999999,999999,999999,15990,36
58715,2735,11639,10057,3,4,8,-7,180,231,227,148,404,2003,8,1,-109,1991,12,29,2343,13620,4,5,10,-9,182,3,4,9,-7,81,2,2,70,39,452,1826,17364,1894,2010,6,20,1580,1201,214,54,14,2347,18,3105,41,-36,3,50,0,173,560,173,58,25,1,42,15157,11008,16,2010,12,16,30,16,21,16,21,201,687,2003,7,999002,-118,1991,12,29,195,195,196,196,999999,999999,999999,999999,999999,16050,36
58718,2713,11632,10020,4,4,6,-7,184,228,233,148,408,999002,999002,999002,-108,1991,12,29,2608,12836,3,4,10,-10,181,4,6,12,-11,79,2,3,999999,999999,999999,999999,17628,1853,1997,7,9,1565,1194,219,58,16,2756,20,3579,48,-40,0,29,0,199,541,175,54,19,2,35,15870,999999,21,2003,1,7,19,2,18,2,18,212,716,2003,8,4,-90,1999,12,23,203,202,206,206,999999,999999,999999,999999,999999,16387,37
58725,2720,11728,9895,3,4,9,-7,182,204,240,144,404,2003,7,999002,-85,1999,12,23,1474,12143,3,4,12,-10,180,5,6,13,-13,81,2,3,72,51,268,1819,18409,1874,1998,6,22,1621,1250,225,59,14,2639,19,3434,33,-42,2,6,0,820,582,212,33,10,4,27,12468,8590,13,1989,1,14,8,17,54,13,5,204,699,1991,7,24,-98,1999,12,23,199,200,200,200,206,5,2005,12,23,14936,34
58730,2746,11802,9892,4,5,14,-6,183,200,238,145,412,2003,8,1,-74,1991,12,29,1398,11652,4,5,10,-10,176,4,5,10,-14,77,2,3,70,48,481,1834,19268,2517,2010,6,19,1646,1281,225,66,14,2638,19,3593,48,-33,2,9,0,163,642,224,34,7,1,10,14233,9868,10,1983,12,29,11,17,34,999001,13,214,737,2004,8,9,-123,1991,12,29,206,207,208,207,999999,999999,999999,999999,999999,16320,37
58731,2755,11832,9833,3,4,9,-5,177,210,234,137,420,2003,7,31,-76,1999,12,23,1283,13203,4,5,9,-10,172,5,6,13,-14,79,2,3,70,31,352,1787,17198,2136,2003,6,25,1665,1237,201,52,14,2411,18,3100,45,-34,2,47,0,462,548,336,57,27,2,15,12957,8897,27,1983,12,29,16,17,27,999001,11,203,707,1991,8,3,-130,1983,12,31,197,198,199,199,999999,5,999007,999002,999009,17727,40
58734,2720,11807,9919,4,5,9,-8,184,205,241,146,411,2003,7,999002,-80,1999,12,23,1682,11782,3,4,9,-8,185,4,5,14,-7,82,2,2,74,51,182,1874,16757,1737,1998,6,19,1666,1225,187,45,15,2504,19,3143,36,-40,1,22,0,911,582,166,27,10,5,20,12847,9315,15,1989,1,14,8,17,48,16,9,217,691,999002,7,999002,-69,1999,12,23,208,208,210,209,999999,6,1999,12,23,16710,37
58737,2703,11819,9969,3,4,10,-7,191,199,248,152,417,999002,999002,999003,-72,1999,12,23,2097,10419,4,5,9,-10,188,5,6,12,-14,81,2,3,72,55,222,1790,16736,1834,2006,6,6,1589,1223,194,47,14,2295,17,2868,34,-29,2,50,0,688,663,185,20,7,4,27,14438,10145,22,2000,2,1,13,17,36,13,8,223,737,2000,7,14,-106,1999,12,23,212,213,213,214,215,999999,999999,999999,999999,16764,38
58742,2807,11933,9977,5,6,13,-10,179,219,237,138,427,2003,7,31,-87,1999,12,23,1862,13241,4,5,9,-10,176,4,5,12,-10,80,2,2,999999,999999,999999,999999,16315,1346,2001,6,11,1773,1291,173,43,11,1832,15,2380,37,-27,2,15,0,346,509,222,64,29,2,27,12968,999999,17,1984,1,21,8,17,55,999002,6,208,744,2003,7,24,-127,1991,12,29,999999,999999,999999,999999,999999,999999,999999,999999,999999,16119,36
58744,2727,11925,9233,3,4,7,-8,151,191,202,116,367,2003,7,16,-98,1983,12,31,60,17113,4,5,10,-9,153,3,4,10,-6,82,2,2,999999,999999,999999,999999,19769,2125,2006,8,11,1975,1460,226,58,11,2204,14,2745,34,-27,2,38,0,625,592,327,85,34,4,13,12343,999999,21,1983,12,30,16,17,29,999006,11,175,662,2007,8,2,-149,1994,1,22,168,169,172,172,999999,999999,999999,999999,999999,16633,38
58752,2747,12039,10156,4,5,6,-12,183,195,221,154,387,1988,7,22,-35,1999,12,23,1714,11291,4,5,12,-6,186,4,5,9,-7,80,1,2,999999,999999,999999,999999,15966,2163,1994,8,21,1681,1199,172,46,16,2508,19,3041,34,-38,1,23,0,351,355,151,37,3,2,31,13242,999999,7,1989,1,14,17,17,27,999007,9,201,698,1990,7,16,-80,1999,12,23,999999,999999,999999,999999,999999,999999,999999,999999,999999,17400,39
58754,2720,12012,10114,3,4,7,-7,188,195,236,154,406,1989,7,20,-52,1999,12,23,1890,10361,4,5,9,-8,185,5,6,13,-15,79,2,3,71,51,417,1852,17434,2838,2005,7,19,1661,1244,194,60,12,2177,16,2743,31,-31,0,25,0,117,474,215,31,3,0,13,11946,9064,3,999002,12,999002,12,17,41,999001,10,209,706,1995,8,29,-94,1991,12,29,204,204,205,205,999999,999999,999999,999999,999999,16409,37
58760,2750,12109,10084,409,2183,11341,-11,179,195,205,158,347,2006,8,30,-22,1993,1,17,1117,12009,5,6,9,-10,182,5,6,11,-10,80,1,2,69,38,461,1748,14106,3457,2009,9,30,1481,1062,146,48,15,2137,19,2688,36,-44,0,239,0,352,277,40,39,4,2,29,15415,999999,13,1989,1,14,42,2,18,2,18,200,659,1998,8,22,-71,1991,12,29,999999,999999,999999,999999,999999,999999,999999,999999,999999,18783,42
58806,2629,11601,9908,4,5,11,-9,187,214,237,151,402,2010,8,4,-75,1991,12,29,2155,11838,4,5,8,-12,181,5,6,12,-14,78,3,3,999999,999999,999999,999999,17748,2181,1984,6,1,1550,1171,219,65,18,3217,23,4023,57,-41,2,17,0,71,586,155,38,9,1,20,15539,999999,11,1993,1,15,20,2,25,2,25,217,731,1988,6,6,-102,1991,12,29,207,207,211,209,999999,999999,999999,999999,999999,17647,40
58813,2651,11620,9985,4,5,8,-14,185,222,237,149,407,2003,8,2,-93,1991,12,29,2372,12534,4,5,10,-11,184,5,6,11,-12,80,2,2,71,55,419,1851,17408,3938,2002,6,16,1551,1163,207,57,17,2966,21,3672,51,-33,0,7,0,238,611,204,46,18,1,23,14639,9790,18,999002,999002,999002,15,17,27,999002,17,211,712,2003,8,2,-100,1999,12,23,205,206,206,206,999999,999999,999999,999999,999999,16296,36
58818,2614,11638,9733,3,4,8,-8,179,197,237,139,444,1991,6,15,-90,999002,12,999002,902,12257,4,5,10,-10,179,4,5,11,-9,82,2,2,70,49,370,1822,17849,3348,1994,5,2,1645,1230,211,49,15,2696,19,3385,42,-43,0,40,0,614,682,220,27,10,3,15,13221,999999,14,1993,1,16,15,17,33,999003,12,206,681,1988,7,9,-87,1994,1,21,200,200,202,201,999999,5,1994,1,22,16788,38
58820,2654,11710,9751,4,4,7,-7,174,204,237,136,399,2003,7,30,-106,1991,12,29,871,13401,4,5,10,-11,179,4,6,14,-11,84,2,2,74,48,228,1900,17843,2152,2005,6,21,1690,1271,223,49,18,3144,21,3777,44,-41,0,15,0,982,564,218,38,12,6,41,12509,8335,13,999002,1,999002,8,17,53,11,9,202,703,1988,8,2,-120,1991,12,29,197,198,199,199,999999,8,2009,1,15,15271,34
58834,2638,11810,9971,3,4,9,-5,198,190,250,163,418,2003,7,30,-47,1999,12,23,2486,8711,4,5,10,-9,186,6,7,16,-18,76,3,3,69,44,372,1698,16484,1931,2010,6,18,1553,1173,198,47,15,2459,20,3227,51,-39,1,9,0,208,533,120,15,2,1,19,14468,9539,2,999004,999002,999004,11,17,31,999003,9,221,693,2004,7,15,-64,1999,12,23,213,214,213,214,999999,999999,999999,999999,999999,17588,39
58837,2610,11809,9987,4,5,13,-6,194,182,258,155,424,2003,7,16,-78,1999,12,23,1584,8810,3,4,8,-8,193,5,6,14,-10,82,2,2,999999,999999,999999,999999,15549,1777,1998,8,5,1602,1140,176,49,13,2047,17,2633,40,-29,2,7,0,530,603,103,5,1,4,22,14705,999999,2,2002,12,27,8,17,54,999005,9,230,711,2009,7,11,-81,1999,12,23,220,221,223,221,999999,999999,999999,999999,999999,15651,35
58843,2653,12001,10141,4,5,11,-9,192,188,229,164,401,2003,7,14,-27,1999,12,23,2154,9558,5,6,11,-10,191,4,5,13,-8,79,2,2,999999,999999,999999,999999,14343,2741,2005,7,19,1539,1081,145,45,18,2552,23,3369,60,-46,1,15,0,67,329,90,17,1,0,14,14132,999999,10,1990,2,1,16,17,29,13,12,224,715,1990,7,16,-53,1999,12,23,217,215,218,217,999999,999999,999999,999999,999999,16252,36
58846,2640,11931,10116,4,5,13,-6,199,187,237,171,402,2005,7,11,-14,1999,12,23,2605,8180,3,4,7,-9,189,6,8,15,-17,76,3,4,72,59,365,1909,19545,1870,2007,8,19,1709,1323,225,78,14,2749,19,3793,42,-44,1,17,0,48,417,103,8,1,0,19,999999,9114,1,2002,12,27,9,17,41,999007,12,218,672,999002,7,999002,-56,1999,12,23,211,213,214,215,999999,999999,999999,999999,999999,15971,36
58847,2605,11917,10051,5,6,13,-8,205,179,251,174,417,2003,7,26,-17,1991,12,29,2752,6994,4,5,6,-10,189,7,8,15,-16,73,3,3,72,60,346,1908,14033,1956,2005,10,3,1419,1047,158,43,17,2395,21,2962,36,-42,2,80,0,72,450,31,7,0,0,26,15805,10904,0,999998,999998,999998,27,7,13,7,13,234,735,2003,7,26,-43,1991,12,29,224,223,223,223,999999,999999,999999,999999,999999,15462,35
58911,2551,11622,9788,4,5,9,-8,185,190,242,146,395,2003,7,23,-80,1999,12,23,998,10850,4,5,10,-10,184,4,6,11,-18,80,2,3,70,55,428,1827,17121,3841,1996,8,8,1577,1198,202,53,12,1986,15,2584,24,-36,1,14,0,171,721,235,18,3,1,13,13572,8669,9,2002,12,27,12,17,44,15,10,209,684,1984,8,6,-86,1991,12,29,204,206,206,206,208,999999,999999,999999,999999,16200,37
58918,2503,11625,9912,3,5,9,-7,203,174,259,167,390,2009,8,2,-50,1991,12,29,1794,7150,3,4,7,-5,192,6,7,13,-17,76,2,3,68,50,463,1723,16669,1492,1997,8,3,1498,1143,198,55,12,1996,16,2584,28,-37,1,12,0,198,707,74,5,2,1,11,17899,11901,1,999002,999002,999002,20,15,18,15,18,233,717,2009,8,3,-69,1991,12,29,225,224,224,225,224,999999,999999,999999,999999,17216,39
58921,2558,11721,9907,3,4,7,-6,197,185,253,160,401,999002,999002,999002,-56,1999,12,23,2012,8744,4,5,10,-10,187,5,7,14,-22,78,2,3,72,40,252,1819,15389,2447,1994,5,2,1538,1154,175,44,14,2122,16,2538,24,-37,2,30,0,391,631,122,9,1,2,37,15312,11239,1,999003,999002,999003,15,17,27,999003,8,225,724,2009,7,999002,-67,1982,1,19,217,217,217,217,217,999999,999999,999999,999999,15979,36
58926,2518,11725,9904,4,5,9,-6,207,160,269,167,412,1988,7,17,-54,1999,12,23,1873,6080,3,4,6,-7,196,5,7,13,-17,78,2,3,71,54,292,1755,15247,1569,2006,6,8,1488,1136,171,39,15,2231,18,2754,32,-34,0,30,0,333,656,101,4,0,2,32,15107,9571,0,999998,999998,999998,10,17,45,999007,6,237,718,1991,6,5,-56,1999,12,23,228,229,229,229,999999,999999,999999,999999,999999,16257,37
58927,2503,11701,9752,3,4,6,-7,204,154,256,168,390,1988,7,18,-30,1991,12,29,1388,6093,3,4,10,-4,186,4,6,14,-6,75,1,2,999999,999999,999999,999999,17134,1328,1994,6,15,1584,1189,206,53,13,2198,17,2948,31,-28,4,16,0,93,626,85,5,0,1,22,16650,999999,0,999998,999998,999998,15,17,35,999002,10,239,729,1989,7,14,-42,1991,12,29,226,226,227,226,999999,999999,999999,999999,999999,16834,38
58931,2543,11806,8358,207,1133,6102,-9,125,140,161,98,299,2003,7,16,-136,1999,12,22,0,21146,3,4,8,-8,136,3,3,8,-7,88,1,2,75,68,350,2088,17275,1857,1990,8,20,1924,1437,182,38,13,2201,17,2859,38,-42,6,1512,0,3024,694,55,21,12,50,50,11185,999999,10,2002,12,27,70,12,12,12,12,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,15893,36
58933,2655,11859,9171,4,4,9,-7,154,182,208,117,364,2003,7,14,-97,1991,12,29,33,16000,4,5,10,-10,154,3,4,10,-9,82,1,2,74,61,360,2001,18480,1939,1990,6,1,1884,1363,206,55,13,2488,17,3062,30,-30,5,22,0,771,565,323,56,18,4,16,11009,8261,14,1983,12,30,15,17,34,999003,10,180,683,1991,7,16,-148,1991,12,29,176,177,178,178,999999,8,1985,12,17,16290,37
58936,2522,11842,10056,4,5,11,-8,206,165,256,172,396,2007,7,20,-23,1999,12,23,2331,6213,5,6,9,-10,197,4,5,14,-9,77,2,3,68,54,463,1686,16244,2002,1983,6,19,1398,1017,201,57,16,2620,20,3267,37,-40,2,28,0,94,597,81,2,0,0,24,16543,999999,0,999998,999998,999998,17,17,25,999004,12,221,671,2002,7,4,-48,1999,12,23,215,217,218,218,999999,999999,999999,999999,999999,18459,42
58944,2531,11947,10111,192,1049,5650,-9,200,168,224,181,356,2002,7,4,22,1986,2,28,1871,7364,5,6,9,-12,202,5,6,12,-8,80,1,2,75,65,284,1982,13013,2741,2004,9,10,1195,820,148,49,15,1934,20,2618,47,-42,1,276,0,184,223,0,2,0,1,20,18020,11799,0,999998,999998,999998,45,2,26,2,26,226,668,1990,7,25,-13,1986,3,3,999999,999999,999999,999999,999999,999999,999999,999999,999999,16309,36
59007,2404,10504,8747,3,4,9,-9,170,139,230,130,376,2010,5,6,-48,1999,12,25,38,10831,5,6,14,-9,154,2,3,4,-7,78,2,3,67,53,355,1528,9947,1444,1984,9,12,1432,932,92,19,12,1240,15,1489,25,-24,14,66,0,613,695,87,19,3,4,12,16036,10191,19,2003,1,6,15,17,35,999003,9,201,681,1987,7,31,-81,1993,12,27,198,200,199,199,999999,999999,999999,999999,999999,15610,35
59021,2433,10702,9547,4,4,7,-8,194,157,245,162,369,999002,999002,999002,-20,1999,12,999002,642,7820,3,4,8,-10,187,5,5,8,-9,79,1,2,77,66,196,2020,15093,2202,1983,6,21,1579,1052,185,63,16,2353,19,2826,40,-31,7,12,0,19,585,30,12,2,0,19,13173,8649,4,2003,1,6,9,17,44,15,16,213,679,1987,5,2,-33,1999,12,25,209,210,211,211,999999,999999,999999,999999,999999,13103,29
59023,2442,10802,9829,4,4,6,-9,208,173,251,178,392,1990,8,22,2,1983,12,29,2485,6767,4,5,10,-12,195,5,7,20,-13,75,2,3,75,60,337,2077,14708,2424,1994,6,13,1537,1090,179,54,16,2335,22,3295,83,-34,3,11,0,55,554,29,9,2,0,26,15227,9039,5,1983,12,28,12,17,37,999005,18,222,683,1990,8,9,-19,1993,1,28,217,218,218,218,221,999999,999999,999999,999999,12373,28
59027,2408,10715,9829,3,4,8,-9,207,154,261,172,392,2006,4,12,-23,999002,12,999002,1466,6055,3,4,7,-10,204,4,5,8,-9,80,1,2,75,63,291,2001,15059,1868,1982,6,18,1505,1006,178,66,15,2265,19,2905,46,-37,4,14,0,163,652,36,4,1,1,15,13525,999999,1,999002,999002,999003,12,17,34,11,14,230,657,2009,8,29,-39,1983,1,23,224,225,227,227,999999,999999,999999,999999,999999,14971,34
59037,2356,10806,9928,4,4,9,-9,215,161,256,186,396,1990,8,22,5,1983,1,21,2713,5433,3,4,9,-10,204,4,5,8,-10,75,1,2,78,60,300,2224,17089,3894,2010,6,1,1585,1134,193,77,15,2618,19,3220,39,-31,3,32,0,11,715,7,4,0,0,10,15012,10697,0,999998,999998,999998,26,16,26,16,26,237,747,2007,5,24,-26,1982,12,27,229,229,229,229,228,999999,999999,999999,999999,14498,33
59046,2421,10924,10020,3,3,6,-7,210,185,252,179,390,2003,7,23,-3,1991,12,28,3420,7368,4,5,10,-12,194,6,6,11,-12,73,2,3,73,59,382,1920,14311,2336,2007,6,13,1495,1058,163,54,20,2870,25,3554,61,-36,1,5,0,39,563,49,9,1,0,32,16026,9959,1,999002,12,999002,16,17,26,16,11,229,700,1985,7,16,-46,1999,12,23,221,222,222,221,999999,999999,999999,999999,999999,15333,34
59058,2412,11031,9967,3,4,10,-7,199,177,247,167,393,2003,7,23,-29,1999,12,23,1732,8274,4,5,9,-10,198,5,6,10,-9,79,2,3,75,63,346,2090,17412,2131,1988,8,30,1729,1260,200,60,16,2864,20,3475,39,-34,1,1,0,126,808,71,9,0,1,37,12691,8957,2,1991,12,28,16,17,28,15,19,219,677,2007,8,1,-44,1999,12,23,215,216,216,216,999999,999999,999999,999999,999999,14715,33
59065,2425,11132,10010,3,4,8,-8,202,192,250,168,409,2003,7,23,-35,1999,12,23,2762,8807,4,6,11,-14,194,4,5,11,-10,77,2,3,74,61,379,2048,15617,2226,1995,10,4,1618,1165,182,48,18,2736,21,3238,48,-29,2,12,0,40,763,104,9,2,0,24,15006,9698,2,1991,12,28,14,17,23,13,13,230,719,2007,7,30,-83,1999,12,23,222,223,223,222,999999,999999,999999,999999,999999,15502,35
